#{"t_start": 1769913444.6572013, "env_id": "None"}
r,l,t
-2.00485,2,42884.878312
-2.0365,17,42976.643287
-2.00955,4,43004.314161
-2.01425,6,43037.276064
-2.02425,7,43075.814911
-2.00345,3,43093.592967
-2.00525,3,43111.180398
-2.0178,9,43166.107096
-2.0455,16,43253.092248
-2.03425,6,43286.28034
-2.0303,7,43324.573076
-2.0057,4,43347.215126
-2.0673,15,43426.463388
-2.00385,5,43454.470545
-2.0202,5,43482.753682
-2.0093,4,43505.88161
-2.04335,12,43577.715383
-2.0153,4,43600.316841
-2.00875,6,43633.161438
-2.0339,7,43678.86897
-2.0455,17,43771.311753
-2.0101,3,43789.029636
-2.16115,39,44011.714406
-2.0516,11,44072.323005
-2.01755,4,44094.826362
-2.00445,2,44107.511025
-2.00245,2,44122.067607
-2.01575,5,44150.163152
-2.01525,6,44184.695425
-2.01455,4,44207.37338
-2.00325,4,44230.57666
-2.00325,2,44243.208842
-2.0244,10,44298.823294
-2.0827,23,44438.622218
-2.005,9,44491.097713
-2.0243,9,44545.055851
-2.01755,4,44569.835762
-2.01025,8,44614.245133
-2.0093,3,44633.71841
-2.03875,13,44702.824695
-2.0125,13,44776.842387
-2.0085,8,44820.103572
-2.00425,3,44837.520987
-2.0469,12,44902.280303
-2.0077,3,44920.094128
-2.01425,6,44953.617428
-2.01395,4,44976.226783
-2.00975,4,45005.180503
-2.00505,2,45018.003822
-2.0219,8,45061.308103
-2.00325,3,45078.631248
-2.0147,8,45122.183327
-2.0049,3,45139.638125
-2.0276,11,45198.804876
-2.03825,15,45277.737891
-2.00285,5,45311.988041
-2.0091,11,45373.095115
-2.00385,2,45385.274069
-2.00385,4,45407.777257
-2.0081,5,45435.990891
-2.0388,10,45489.732935
-2.01035,5,45520.088854
-2.024,13,45589.741973
-2.0097,6,45628.387655
-2.03105,11,45686.545032
-2.02005,6,45719.248538
-2.0155,8,45763.234009
-2.00325,7,45801.675507
-2.0101,3,45819.125629
-2.03365,12,45883.409907
-2.05175,17,45973.358403
-2.00625,11,46032.711862
-2.01995,12,46096.922526
-2.029,7,46135.570747
-2.00865,10,46190.629194
-2.01095,6,46223.787704
-2.02525,6,46257.356636
-2.0065,3,46275.146705
-2.0122,9,46324.876163
-2.00305,2,46337.005983
-2.0097,3,46354.26671
-2.01275,5,46382.155762
-2.02385,10,46436.762105
-2.1299,27,46577.497329
-2.07345,15,46656.258179
-2.03535,14,46731.417981
-2.00445,2,46743.975692
-2.00365,2,46756.338184
-2.00545,6,46789.885416
-2.0114,5,46817.916161
-2.0186,5,46846.087662
-2.02415,8,46889.685598
-2.06525,15,46969.420188
-2.042,9,47018.534601
-2.017,6,47053.107878
-2.01755,4,47077.36132
-2.01155,6,47110.538774
-2.0356,11,47169.51404
-2.03705,17,47261.123422
-2.00545,5,47290.281871
-2.05685,13,47359.463055
-2.00425,2,47372.066136
-2.0558,13,47446.599391
-2.05035,20,47556.60972
-2.0372,15,47638.093309
-2.00425,4,47661.113089
-2.05425,15,47745.217114
-2.00795,4,47768.018691
-2.00285,2,47780.668952
-2.0097,5,47808.473029
-2.027,16,47899.084128
-2.0478,13,47971.802364
-2.01925,8,48021.14486
-2.00565,3,48038.889241
-2.0279,7,48076.741603
-2.0113,3,48094.357597
-2.00915,8,48137.488771
-2.0077,4,48160.039303
-2.00925,6,48197.057064
-2.04545,12,48265.896738
-2.01635,4,48289.043945
-2.01275,8,48338.34101
-2.0138,5,48368.994692
-2.01825,7,48407.623007
-2.00795,4,48430.760986
-2.0065,3,48448.449962
-2.02025,6,48481.445029
-2.0069,3,48498.847134
-2.01395,7,48537.255332
-2.0226,5,48565.316818
-2.01395,5,48593.358048
-2.0077,3,48611.088387
-2.0324,15,48690.819443
-2.0073,10,48749.507798
-2.04545,10,48803.339588
-2.01905,7,48847.177928
-2.01525,12,48917.309949
-2.0053,3,48934.748168
-2.00325,5,48962.867919
-2.01685,8,49008.534846
-2.00465,4,49035.316578
-2.00425,2,49051.511405
-2.0539,15,49139.861985
-2.0101,4,49166.926616
-2.00165,4,49194.707405
-2.00375,5,49227.44448
-2.034,10,49288.268002
-2.0186,12,49357.903864
-2.00445,2,49370.388821
-2.0243,7,49408.39816
-2.0429,14,49482.654746
-2.0162,6,49515.514793
-2.0089,3,49533.295163
-2.00385,2,49545.484918
-2.01725,6,49578.737904
-2.0273,7,49617.612533
-2.00805,4,49645.269979
-1.9952,13,49717.946386
-2.0693,16,49803.16715
-2.00385,2,49815.768779
-2.00605,2,49828.237142
-2.0073,4,49851.045884
-2.00545,2,49863.426461
-2.01635,4,49891.252778
-2.0082,5,49919.088438
-2.0125,4,49943.882674
-2.03475,12,50015.490452
-2.00485,2,50027.927047
-2.00385,3,50048.078981
-2.0121,3,50067.419137
-2.0468,9,50116.178753
-2.0847,15,50200.701006
-2.00345,3,50218.164123
-2.01215,7,50256.372929
-2.0324,10,50317.977457
-2.00445,2,50332.479239
-2.00915,4,50355.112078
-2.04895,13,50435.788566
-2.01825,6,50477.716377
-2.0085,4,50502.402619
-2.01225,7,50549.511048
-2.0061,5,50577.787982
-2.03115,9,50630.980353
-2.00485,5,50660.78223
-2.02725,7,50707.127698
-2.01575,5,50734.997565
-2.0228,11,50794.255638
-2.0077,5,50822.095253
-2.06695,19,50922.2304
-2.0404,12,50992.181252
-2.026,9,51041.113183
-2.00425,10,51102.362688
-2.0089,3,51120.100041
-2.03825,10,51183.690761
-2.00385,2,51195.885134
-2.05625,10,51262.553659
-2.00445,6,51300.275104
-2.0219,12,51373.605039
-2.0505,13,51447.510468
-2.01005,6,51481.229462
-2.0113,3,51498.734027
-2.00685,3,51516.484599
-2.0057,5,51544.785498
-2.0285,11,51603.942564
-2.01695,5,51631.901244
-2.0043,3,51649.388852
-2.00385,2,51667.081676
-2.0097,4,51692.015092
-2.00365,3,51711.673968
-2.02935,9,51768.493791
-2.04235,15,51853.280729
-2.0037,3,51873.162544
-2.0065,3,51892.618618
-2.0783,25,52031.693469
-2.01405,11,52098.821156
-2.0216,10,52156.29889
-2.04365,10,52215.020074
-2.0183,7,52262.708563
-2.01275,6,52300.789608
-2.01035,7,52339.784364
-2.01035,4,52362.411684
-2.0066,6,52400.688726
-2.0041,4,52431.172824
-2.02225,10,52494.672233
-2.0438,13,52568.906087
-2.0073,5,52599.280697
-2.009,11,52662.569536
-2.06235,17,52764.063993
-2.05005,14,52843.069849
-2.0077,4,52865.416591
-2.01035,4,52888.051023
-2.02915,13,52969.067127
-2.0057,6,53002.50944
-2.0162,6,53038.744263
-2.01135,16,53134.925922
-2.0202,11,53195.724411
-2.00245,3,53213.217311
-2.00245,5,53241.267514
-2.0111,8,53284.899437
-2.01715,8,53328.58236
-2.0065,5,53356.708252
-2.01095,7,53395.190297
-2.00325,2,53407.919506
-2.0073,4,53430.811009
-2.04275,21,53549.947935
-2.00285,6,53583.108846
-2.0279,8,53626.358815
-2.0057,4,53648.887931
-2.02925,10,53707.571071
-2.00465,5,53735.403038
-2.00285,2,53747.595356
-2.01395,4,53769.952685
-2.00855,5,53797.870984
-2.0045,6,53836.24065
-2.00185,2,53848.814582
-2.01755,4,53871.593631
-2.00975,5,53903.830606
-2.02045,10,53965.139357
-2.0073,5,53995.225255
-2.02425,6,54028.157415
-2.00205,4,54051.372961
-2.00675,6,54083.747886
-2.02555,11,54142.133263
-2.00425,2,54154.54442
-2.0292,11,54213.542719
-2.03105,11,54279.964024
-2.0077,3,54298.242972
-2.00385,4,54321.332925
-2.01225,6,54354.74533
-2.01575,4,54377.782425
-2.0059,5,54405.929362
-2.00405,2,54418.559824
-2.00465,2,54430.970057
-2.02225,6,54463.949921
-2.0111,12,54533.230911
-2.0073,3,54550.832321
-2.0065,8,54601.82531
-2.00485,2,54614.493117
-2.0081,3,54632.2284
-2.00205,3,54650.139208
-2.00245,4,54672.779458
-2.00285,6,54706.6689
-2.01435,12,54776.141955
-2.01575,7,54815.021714
-2.01575,5,54843.561202
-2.0324,9,54891.833917
-2.0303,8,54941.227914
-2.06205,17,55049.986835
-2.01575,4,55076.679769
-2.00345,5,55112.092057
-2.01825,6,55154.158469
-2.0101,3,55176.804204
-2.0106,10,55239.604654
-2.00465,4,55265.360241
-2.01005,8,55316.566962
-2.0427,16,55411.188349
-2.0069,3,55429.063427
-2.0003,4,55454.30803
-2.0744,17,55546.903874
-2.02385,11,55608.914217
-2.018,11,55684.823776
-2.01015,12,55762.280133
-2.06935,21,55894.141377
-2.04005,10,55952.630967
-2.0146,8,56000.626846
-2.00855,6,56038.804451
-2.01025,6,56078.969463
-2.0345,12,56156.534193
-2.0215,12,56224.323895
-2.0155,11,56285.705826
-2.02745,13,56371.729505
-2.00385,2,56390.695384
-2.0436,11,56462.379109
-2.0041,5,56495.387463
-2.04065,15,56581.202155
-2.0113,12,56653.700091
-2.01215,6,56693.500599
-2.02415,11,56757.091851
-2.00365,4,56781.9626
-2.19945,46,57048.38488
-2.0105,4,57074.22265
-2.00795,4,57099.118069
-2.0162,5,57133.912015
-2.03465,14,57215.491821
-2.04895,13,57294.934711
-2.00225,2,57309.310532
-2.00325,2,57321.628388
-2.0159,7,57360.098953
-2.0045,3,57380.439592
-2.02005,6,57415.988195
-2.0267,7,57461.650607
-2.05795,20,57576.04469
-2.0194,7,57617.14721
-2.04275,16,57708.183789
-2.0085,4,57730.886268
-2.04685,16,57822.540569
-2.00365,10,57884.90146
-2.00445,2,57899.422667
-2.01215,6,57939.198395
-2.0081,3,57959.267589
-2.00245,4,57984.255071
-2.01815,13,58068.900604
-2.02125,6,58104.074323
-2.06045,15,58185.270225
-2.02425,10,58243.204998
-2.0279,7,58282.005945
-2.00285,4,58305.040026
-2.00365,3,58322.672961
-2.0246,13,58400.769413
-2.0171,8,58449.387887
-2.039,14,58529.03472
-2.00385,3,58546.605511
-2.0291,9,58598.622889
-2.0186,6,58634.813594
-2.00855,7,58683.268661
-2.00345,4,58708.295099
-2.00245,2,58723.656831
-2.00465,3,58741.65923
-2.0098,5,58774.787216
-2.0291,9,58833.111584
-2.0244,9,58889.683405
-2.00855,5,58924.850273
-2.04005,10,58982.855278
-1.99805,10,59037.349319
-2.0178,7,59077.702177
-2.0146,6,59116.303531
-2.0384,13,59192.536147
-2.0049,6,59235.435344
-2.0077,7,59276.742765
-2.00325,3,59296.33653
-2.00285,2,59308.905735
-2.0098,14,59390.363677
-2.00285,2,59407.993491
-2.01665,10,59469.221547
-2.0029,4,59494.485457
-2.00345,4,59517.477665
-2.00365,3,59535.347701
-2.00795,9,59586.822847
-2.00245,3,59604.291183
-2.04225,15,59704.907984
-2.0061,3,59726.813557
-2.01925,9,59784.496278
-2.00165,3,59804.373912
-2.0085,3,59826.542748
-2.00855,4,59856.558275
-2.0219,7,59903.635562
-2.017,13,59987.231428
-2.0162,10,60042.537146
-2.02025,10,60099.106562
-2.02695,8,60142.88103
-2.017,6,60176.77775
-2.00185,2,60189.182374
-2.0462,15,60269.553512
-2.00325,2,60282.278513
-2.0231,7,60321.738829
-2.0074,5,60349.919966
-2.00495,5,60378.237058
-2.0225,12,60443.569474
-2.0073,5,60471.692339
-2.00345,2,60484.245847
-2.0114,5,60512.387748
-2.01625,8,60556.503609
-2.0041,3,60574.011974
-2.009,5,60602.26606
-2.03075,16,60696.331086
-2.0114,6,60732.025958
-2.00305,3,60754.117076
-2.01725,7,60800.226643
-2.0661,28,60966.460544
-2.00775,15,61062.821511
-2.0069,3,61081.179962
-2.01855,9,61136.540233
-2.11395,44,61377.881584
-2.00345,7,61420.013987
-2.04005,10,61475.594401
-2.0053,7,61513.936828
-2.00485,2,61526.545838
-2.0114,8,61570.223084
-2.00365,10,61624.197897
-2.01125,17,61715.20362
-2.04375,9,61763.403483
-2.02525,9,61812.266386
-2.00485,5,61840.474385
-2.00365,2,61852.959579
-2.0147,17,61943.926008
-2.0114,10,61998.492614
-2.03955,8,62042.13067
-2.00505,3,62059.277467
-2.00855,6,62093.876807
-2.00305,5,62121.523215
-2.03175,18,62217.52809
-2.00325,6,62256.00036
-2.0135,8,62302.455434
-2.0074,6,62340.905021
-2.0133,7,62380.153531
-2.0605,11,62440.046511
-2.04005,11,62499.212455
-2.01625,7,62538.239898
-2.0214,5,62568.457077
-2.0255,7,62607.8111
-2.01155,5,62635.743038
-2.02835,8,62684.246026
-2.03575,12,62758.619418
-2.00325,5,62786.943427
-2.04025,15,62867.619981
-2.00225,7,62905.398736
-2.0345,15,62986.56932
-2.0803,23,63108.788527
-2.0289,13,63178.896243
-2.0146,5,63207.069168
-2.00325,2,63219.729437
-2.00435,4,63242.753116
-2.091,30,63416.115751
-2.01095,4,63439.417191
-2.0057,7,63483.458859
-2.1005,31,63649.135483
-2.0195,9,63700.394693
-2.0171,7,63738.725082
-2.01335,5,63767.021324
-2.04805,28,63931.573516
-2.02025,10,63990.226707
-2.01575,10,64049.412784
-2.00285,2,64064.089201
-2.0148,9,64117.886697
-2.0198,26,64265.189946
-2.04235,9,64314.794633
-2.01275,4,64337.591013
-2.0027,4,64360.788809
-2.021,5,64388.665078
-2.00185,5,64422.034091
-2.0081,3,64439.807001
-2.00605,3,64457.626888
-2.012,5,64485.197127
-2.00385,3,64502.554529
-2.00405,4,64525.039954
-2.02725,17,64614.817634
-2.009,6,64647.903297
-2.0093,13,64716.801311
-2.0441,17,64806.049778
-2.0267,7,64844.000712
-2.0089,9,64893.496642
-2.0114,7,64931.367013
-2.0154,5,64959.071184
-2.07725,26,65108.7183
-2.1116,26,65257.46263
-2.02025,10,65318.029898
-2.021,7,65358.623788
-2.0065,3,65379.9075
-2.00385,3,65399.873313
-2.02865,16,65503.296178
-2.03465,10,65564.122622
-2.00995,12,65627.753893
-2.03215,16,65717.664438
-2.0093,3,65735.3765
-2.017,10,65790.207103
-2.00795,7,65828.627357
-2.0529,19,65929.917744
-2.0219,7,65968.055584
-2.0085,7,66006.170066
-2.00385,2,66018.765941
-2.0467,11,66078.550974
-2.08455,23,66199.271995
-2.0045,3,66217.022762
-2.01715,8,66260.806379
-2.0196,12,66344.194115
-2.02025,9,66395.441324
-2.01825,16,66482.906107
-2.02125,8,66526.265599
-2.01485,10,66579.556112
-2.01125,6,66613.22998
-2.0183,9,66662.13255
-2.00405,2,66674.561484
-2.00915,10,66729.589797
-2.0154,5,66763.09998
-2.0057,9,66811.831846
-2.0165,11,66870.440161
-2.09265,18,66966.311166
-2.0244,11,67025.12475
-2.00425,2,67037.633125
-2.01125,10,67091.928266
-2.02485,13,67162.094136
-2.0118,5,67189.919058
-2.03285,10,67243.400723
-2.0101,10,67297.416906
-2.04485,16,67382.529596
-2.0191,15,67462.236439
-2.02275,11,67520.799761
-2.01725,6,67553.943566
-2.03305,14,67628.783549
-2.01095,4,67651.88516
-2.0285,11,67711.616715
-2.0085,3,67729.072261
-2.01035,7,67767.517928
-2.02,16,67851.80591
-2.0101,3,67869.495007
-2.0113,3,67886.732336
-2.0073,4,67909.28177
-2.0202,6,67942.116098
-2.02695,8,67986.662736
-2.0219,13,68056.272721
-2.0162,5,68084.525404
-2.0291,12,68148.358582
-2.0847,16,68232.742842
-2.05615,12,68297.342472
-2.02825,6,68330.795578
-2.08935,21,68442.294263
-2.04275,18,68538.086257
-2.04545,10,68592.278102
-2.0276,9,68642.845695
-2.07325,26,68781.888706
-2.0041,3,68800.001707
-2.0274,12,68863.337786
-2.06525,10,68916.741175
-2.00325,4,68939.746607
-2.0085,7,68977.968847
-2.0234,5,69005.560134
-2.0178,10,69059.312779
-2.0418,14,69133.895881
-2.0101,10,69188.509646
-2.0303,7,69227.42342
-2.02525,18,69323.069689
-2.02835,8,69367.636875
-2.00245,2,69380.011075
-2.00265,2,69392.788441
-2.03255,11,69451.591479
-2.03655,22,69573.4763
-2.00565,6,69606.505847
-2.10625,18,69704.727243
-2.0065,4,69727.303765
-2.00385,2,69739.719169
-2.01925,6,69772.986989
-2.0265,13,69842.3179
-2.0384,16,69928.295668
-2.0178,6,69962.126126
-1.9772,17,70052.502754
-2.01725,6,70086.116774
-2.0021,6,70119.762404
-2.0159,9,70168.198085
-2.0195,11,70227.361119
-2.0594,21,70338.540839
-2.0507,16,70439.593744
-2.00405,3,70457.405168
-2.03675,9,70515.184289
-2.0419,27,70678.730838
-2.0924,25,70832.526537
-2.01095,12,70907.634739
-2.00225,3,70929.333242
-2.0045,8,70977.845849
-2.0061,7,71016.417936
-2.00495,5,71046.801352
-2.0385,12,71123.588791
-2.03465,16,71215.674688
-2.013,13,71287.376144
-2.0231,7,71326.59625
-2.01925,8,71370.780946
-2.0053,5,71401.090876
-2.0061,3,71418.594638
-2.0178,9,71467.664405
-2.0049,4,71490.279227
-2.0077,7,71528.923906
-2.0037,4,71551.947095
-2.0082,5,71579.966187
-2.0098,5,71608.669416
-2.01925,9,71657.114471
-2.00915,4,71680.210443
-2.0194,5,71708.671123
-2.0098,6,71741.582241
-2.0362,16,71826.353242
-2.00285,2,71838.873313
-2.0376,18,71934.517663
-2.0049,4,71957.391784
-2.0077,3,71975.645392
-2.0202,6,72009.230691
-2.01215,10,72063.56745
-2.0906,31,72227.45891
-2.0372,9,72276.844045
-2.00245,2,72292.366392
-2.009,5,72320.740985
-2.00925,6,72354.122472
-2.03395,9,72402.848589
-2.0856,24,72535.829278
-2.00265,3,72553.603791
-2.01455,10,72607.657023
-2.1053,19,72708.499778
-2.0804,27,72850.092675
-2.0098,10,72904.925558
-2.03255,9,72953.365927
-2.05265,14,73028.478507
-2.04395,14,73103.921471
-2.07235,21,73216.667255
-2.0057,4,73239.329016
-2.00285,8,73282.85346
-2.0741,30,73440.777703
-2.0452,9,73490.066029
-2.07225,21,73602.038983
-2.00265,3,73620.126091
-2.0266,14,73696.405221
-2.0191,7,73734.530667
-2.05105,14,73810.191662
-2.0785,14,73885.125472
-2.0063,5,73913.074596
-2.19575,29,74071.123207
-1.95555,13,74140.86698
-2.00945,4,74163.630046
-1.9855,5,74191.961529
-2.0712,17,74282.209856
-2.0057,10,74336.21215
-2.00145,3,74354.184268
-2.1741,28,74501.481417
-2.00465,2,74514.389109
-2.03225,10,74568.301366
-2.0218,7,74607.406884
-2.01815,4,74629.936289
-2.00285,4,74652.766202
-2.12955,34,74833.25523
-1.99805,13,74904.0164
-2.01245,17,74994.839381
-2.0726,14,75069.927511
-2.08605,17,75160.059214
-2.00525,9,75208.205281
-2.0041,4,75231.242188
-2.0057,4,75254.207143
-2.09475,23,75376.704119
-2.0268,10,75430.805948
-2.1133,27,75572.505255
-2.00565,6,75605.693141
-2.0512,36,75794.171872
-2.08925,22,75911.161031
-2.0085,5,75939.411168
-2.0294,14,76013.256991
-2.01215,10,76067.121541
-2.05175,16,76152.263855
-2.03365,16,76237.276435
-2.0678,13,76306.747305
-2.0053,6,76340.141644
-2.0154,10,76393.899603
-2.02635,13,76463.72324
-2.0078,5,76491.945005
-2.00675,13,76561.059683
-2.0057,3,76578.464989
-1.9948,5,76607.043651
-2.0129,8,76651.548181
-2.05335,13,76720.99253
-2.051,17,76810.790114
-2.00305,2,76823.265476
-2.0798,32,76992.567952
-2.01425,6,77025.602236
-2.00555,4,77048.745196
-2.00915,4,77071.398879
-2.0159,9,77120.233913
-2.0104,6,77158.812286
-2.0183,14,77237.875481
-2.00795,4,77260.957211
-2.015,14,77336.225122
-2.0349,14,77410.946249
-2.0221,11,77470.866157
-2.00065,5,77499.109958
-2.04315,31,77662.83657
-2.05775,21,77774.98676
-2.01325,7,77813.925722
-2.00425,7,77852.626012
-2.0069,7,77891.023569
-2.0245,12,77961.015702
-2.00105,7,77999.229681
-2.03015,9,78048.254361
-2.00555,7,78086.536773
-2.0595,15,78166.964341
-2.00915,8,78211.356466
-2.11635,32,78378.21599
-2.055,17,78468.251802
-2.00245,6,78501.496007
-2.0093,3,78519.18739
-2.0089,3,78538.283743
-2.01275,7,78576.934825
-2.00735,5,78604.864066
-2.05825,22,78722.520545
-2.0178,5,78750.809155
-2.0085,3,78768.071173
-2.02445,13,78837.720987
-2.0288,11,78897.325283
-2.00345,2,78909.819329
-2.01455,4,78932.955277
-2.00705,4,78956.555465
-2.00855,4,78979.276114
-2.00285,3,78997.238617
-2.01155,4,79020.1476
-2.21865,58,79324.307882
-2.0654,22,79449.807292
-2.02275,9,79500.526025
-2.02415,9,79549.733978
-2.0225,14,79628.42623
-2.0385,13,79703.582152
-2.04895,13,79782.036865
-2.0382,14,79860.477961
-2.02,13,79934.536255
-2.02565,11,79993.767445
-2.02085,6,80035.141874
-2.1205,76,80478.417867
-2.0085,10,80539.868059
-2.00325,2,80552.556181
-2.05995,27,80705.306254
-2.00305,6,80741.153167
-2.00375,7,80781.441666
-2.0276,10,80835.316035
-2.0528,23,80971.306433
-2.0123,7,81013.99292
-2.01035,10,81072.871367
-2.03795,22,81191.393341
-2.00345,10,81245.324629
-2.0765,44,81474.127732
-2.0085,11,81533.847452
-2.00365,2,81546.482571
-2.03965,10,81600.698776
-2.00505,2,81613.534297
-1.9865,11,81672.66327
-1.995,13,81748.886127
-2.00285,2,81760.356837
-2.00855,4,81785.293345
-2.0536,17,81881.981153
-2.00855,5,81910.130578
-2.011,6,81945.455476
-2.0286,14,82020.304758
-2.02235,10,82074.840567
-2.0257,11,82141.160656
-2.0696,27,82316.825402
-2.00735,4,82344.170529
-2.03285,12,82418.71388
-2.03255,9,82480.9139
-2.0138,5,82522.958178
-2.0057,5,82555.092011
-2.03395,11,82620.142058
-2.08655,25,82782.585935
-2.00445,2,82799.280955
-2.02125,6,82836.944759
-2.02325,8,82886.932882
-2.05525,21,83016.824023
-2.06275,25,83155.508785
-2.052,18,83262.371948
-2.0657,19,83375.549469
-2.03395,13,83450.602841
-2.00125,4,83475.69628
-2.0366,20,83586.628762
-2.0045,5,83614.742977
-2.04375,24,83741.4962
-2.0159,8,83785.182689
-2.0901,35,83975.488285
-2.1568,41,84193.852549
-2.1537,64,84531.345286
-2.00245,2,84546.88186
-2.00205,2,84559.803003
-2.0947,31,84724.396612
-2.06975,32,84893.792679
-2.0029,3,84911.254928
-2.0057,5,84939.10191
-2.0116,10,84993.973067
-2.0603,23,85114.995676
-2.03335,27,85259.940817
-2.13975,44,85496.540155
-2.0037,6,85530.446329
-2.0033,15,85610.434601
-2.0378,34,85793.538108
-2.02175,15,85874.961765
-2.1395,63,86201.693708
-2.06175,20,86309.941901
-2.009,8,86352.556983
-2.0222,13,86421.500603
-2.013,5,86449.120038
-2.03445,23,86569.980124
-2.0321,19,86672.552625
-2.03675,19,86773.143663
-2.00245,5,86801.384053
-2.02635,23,86923.383424
-2.05265,15,87002.781125
-2.04725,23,87123.724827
-2.005,8,87167.498338
-2.02605,11,87227.351605
-2.077,21,87339.136774
-2.0114,6,87372.300733
-2.02205,10,87427.169037
-2.04275,16,87513.122659
-2.05365,32,87681.851669
-2.03485,21,87793.431553
-2.03135,41,88016.791512
-2.04165,20,88127.597973
-2.009,8,88171.302718
-2.03885,40,88398.665078
-2.055,19,88501.623799
-2.1878,78,88916.683582
-2.02135,10,88974.04068
-2.00405,14,89049.639291
-1.99775,4,89072.226973
-2.0276,9,89126.493749
-2.00345,5,89154.706885
-2.0877,24,89288.546677
-2.0483,16,89378.652473
-2.0267,9,89428.211187
-2.00445,2,89440.652561
-2.1245,63,89768.607686
-1.9966,9,89820.796889
-2.0218,7,89859.143343
-2.29945,54,90144.584709
-2.00095,2,90160.189471
-2.0129,22,90280.406734
-2.02415,9,90329.741832
-2.01825,10,90383.545558
-2.00285,2,90395.964365
-2.0111,7,90435.09581
-2.15435,43,90660.629211
-1.99315,8,90703.898901
-2.00585,3,90721.104247
-1.97605,8,90764.593953
-2.03575,14,90838.698762
-2.0406,23,90958.802361
-2.0774,30,91116.997315
-1.967,21,91227.431037
-2.1955,52,91499.473261
-2.0438,16,91586.696306
-2.07695,34,91764.716141
-2.06925,39,91967.768152
-2.00795,12,92031.982636
-2.0966,30,92188.572636
-2.0148,9,92237.248858
-2.20445,69,92607.515069
-2.00735,4,92635.718213
-2.00265,2,92648.468165
-2.00205,3,92666.10251
-2.00205,3,92684.100067
-2.0065,6,92716.997436
-1.99915,3,92734.49279
-2.0033,3,92752.342286
-2.01265,13,92821.69194
-2.0535,31,92983.67653
-2.00345,3,93001.159723
-2.00165,2,93013.789562
-2.10545,38,93213.082876
-2.0676,29,93365.60873
-2.1713,87,93814.998361
-2.0198,15,93899.142445
-2.04465,22,94013.747512
-2.0053,3,94031.012072
-2.00795,5,94058.712777
-2.0328,17,94148.998203
-2.01025,18,94243.664336
-2.0033,3,94261.201482
-2.0037,4,94284.108052
-2.02035,13,94352.886893
-2.02695,12,94417.028308
-2.01625,6,94451.133792
-2.06255,24,94577.0314
-2.07585,50,94841.0579
-2.00735,4,94867.372154
-2.00305,2,94879.896368
-2.06135,24,95031.499989
-2.05945,30,95209.905462
-2.02365,15,95294.553196
-2.06675,78,95731.856086
-2.00765,10,95792.628182
-2.03975,17,95887.987286
-2.00615,6,95922.750905
-2.2277,68,96296.801987
-2.05835,20,96410.134588
-2.0228,12,96477.971365
-2.0132,11,96541.193514
-2.0159,11,96602.344868
-1.99945,5,96632.095315
-2.00735,10,96689.837039
-2.00725,9,96740.895416
-2.02205,10,96798.017148
-2.03985,30,96963.03616
-1.9995,7,97003.045905
-2.0366,15,97086.757165
-2.0164,11,97149.4098
-2.14245,41,97377.139548
-2.0045,3,97395.308979
-2.04905,30,97560.709318
-2.0147,7,97601.070145
-2.00495,5,97630.269398
-2.07955,44,97877.258398
-2.00535,4,97904.225469
-2.00915,8,97949.760431
-2.0225,11,98011.880347
-2.09705,45,98268.712004
-2.0271,19,98377.289
-2.0057,4,98400.988467
-2.02915,12,98468.115559
-2.0794,41,98693.982292
-2.00735,5,98723.275877
-2.1037,35,98914.775299
-2.13855,52,99196.321862
-2.00735,5,99228.596771
-2.00555,4,99252.693247
-2.0053,5,99281.948848
-2.0087,8,99327.178837
-2.08915,31,99496.774859
-2.086,33,99677.247234
-2.009,5,99706.865981
-2.0505,35,99899.607376
-2.07105,31,100071.521413
-2.08215,33,100253.835086
-2.03865,22,100376.245274
-2.0929,39,100595.216419
-2.0897,28,100749.566878
-2.0533,29,100909.74631
-2.1772,43,101145.406189
-1.4903,93,101651.558059
-2.10225,30,101821.622954
-2.02035,8,101867.330774
-2.077,21,101983.629867
-2.09255,32,102160.23089
-2.0111,9,102211.406892
-2.04505,21,102327.274258
-2.09205,46,102578.93103
-2.0026,11,102645.097465
-2.0106,7,102685.819402
-2.0185,12,102753.714281
-2.05505,37,102957.529823
-2.03375,18,103057.160554
-2.0244,33,103239.112076
-2.0197,13,103312.559623
-2.045,25,103451.087372
-2.0327,15,103534.651613
-2.03885,22,103656.505247
-2.063,29,103816.144642
-2.0171,17,103911.767617
-2.0074,5,103941.634427
-2.00315,6,103977.138136
-2.1992,94,104492.473004
-2.04095,21,104612.811554
-2.00495,5,104642.153589
-2.072,33,104823.322754
-2.00145,3,104841.933658
-2.0897,32,105019.063885
-2.018,9,105071.254833
-2.06525,30,105238.717038
-2.00795,4,105264.068088
-2.03465,23,105392.12494
-2.02695,13,105465.282566
-2.02765,15,105549.007085
-2.06825,23,105677.536285
-2.01775,8,105732.050349
-2.13925,67,106113.939618
-2.0264,20,106234.586699
-2.0185,11,106306.043629
-2.0474,23,106437.170264
-2.0774,62,106792.165786
-2.00285,2,106808.221207
-2.1347,59,107150.353013
-2.0333,21,107271.616526
-2.0066,5,107301.389915
-2.03895,23,107433.72068
-2.0203,17,107529.106618
-2.12715,44,107775.921906
-2.05565,23,107913.611955
-2.03045,31,108089.534047
-2.1868,74,108508.321113
-2.03045,30,108684.950564
-2.07545,46,108954.141402
-2.03865,27,109107.593241
-2.02385,10,109168.661167
-2.00375,5,109200.13207
