#{"t_start": 1769913444.6572013, "env_id": "None"}
r,l,t
-2.009,5,109229.466455
-2.01225,8,109278.991007
-2.0554,63,109639.502388
-2.0107,11,109706.325516
-2.0637,28,109866.562848
-2.0574,31,110040.82655
-2.0395,19,110152.59716
-2.01275,14,110235.476341
-2.01715,8,110285.578232
-2.0502,39,110511.894266
-2.06835,44,110765.096467
-2.1096,46,111029.877828
-2.0053,7,111076.299692
-2.0107,9,111131.791395
-2.02745,20,111245.568454
-2.01625,15,111338.745022
-2.05825,26,111503.815794
-2.09235,32,111688.805098
-2.33825,98,112270.137799
-2.0244,10,112332.295498
-2.0424,17,112431.577454
-2.00245,2,112446.925547
-2.14045,54,112760.881549
-2.0065,4,112788.081185
-2.09675,45,113044.120413
-2.1082,68,113444.180075
-2.01125,7,113487.678771
-2.0488,18,113593.984738
-2.0768,50,113887.135534
-2.0371,16,113986.370474
-2.00185,2,113999.700085
-2.0231,17,114095.960915
-2.0051,8,114146.249346
-2.0145,12,114221.970078
-2.0825,54,114533.697822
-2.015,15,114634.550271
-2.1306,66,115029.235704
-2.0075,7,115078.929814
-2.0228,10,115135.168348
-2.01725,6,115171.98841
-2.00205,3,115190.132748
-2.0627,39,115415.414494
-2.0577,35,115619.237832
-2.072,33,115809.226886
-2.00375,5,115838.56861
-2.18065,78,116287.561822
-2.07425,34,116482.072255
-2.0545,28,116637.744683
-2.00825,7,116680.896186
-2.01845,17,116781.683925
-2.0041,3,116800.113686
-2.0513,19,116918.512939
-2.3217,165,117936.83604
-2.0246,14,118030.833637
-2.0045,4,118062.776964
-2.1327,63,118447.717051
-2.00735,8,118502.499431
-2.00315,4,118526.462515
-2.0699,55,118864.986273
-2.01,16,118961.697254
-2.03545,14,119049.32864
-2.04165,20,119168.251314
-2.0132,9,119222.00615
-2.0055,7,119264.394287
-2.0066,6,119304.086246
-2.06125,26,119467.376977
-2.06535,41,119714.014351
-2.12275,111,120377.39891
-2.0823,43,120627.016269
-2.2107,97,121209.834821
-2.00125,2,121226.250024
-2.09145,63,121590.540264
-2.49145,138,122405.813393
-2.03625,28,122575.646334
-2.24525,94,123118.964452
-2.08835,34,123323.156796
-2.00245,2,123336.723253
-2.07265,30,123506.974456
-2.1774,104,124121.258538
-2.02475,12,124201.346709
-2.0145,11,124267.499017
-2.057,46,124535.409655
-2.00205,2,124551.868265
-2.05625,22,124679.791912
-2.0342,13,124761.593852
-2.027,13,124837.608965
-2.04055,24,124970.08914
-2.1863,55,125302.177011
-2.03975,16,125400.247176
-2.11685,44,125664.668598
-2.0392,17,125768.480638
-2.01845,12,125845.012234
-2.048,33,126048.840991
-2.04125,35,126247.082483
-3.1075,286,127938.413335
-2.07015,25,128084.271375
-2.027,13,128155.416402
-2.0145,12,128222.579148
-2.1885,59,128541.590196
-2.0025,3,128562.52624
-2.01595,14,128636.963216
-2.2383,63,128983.652907
-2.37765,94,129512.533389
-2.0047,3,129532.861466
-2.017,9,129588.995728
-2.15865,46,129850.328086
-2.01425,10,129913.447201
-2.28415,61,130247.419941
-2.0883,35,130452.414251
-2.02835,12,130521.191966
-2.0366,14,130599.306361
-2.0089,5,130629.037149
-2.04545,11,130693.408916
-2.0135,7,130737.533144
-2.03955,9,130788.689133
-2.2354,43,131015.815012
-2.06975,18,131110.290143
-2.0049,7,131148.453432
-2.02205,11,131212.454968
-2.1241,35,131394.676893
-2.16405,58,131694.144119
-2.00325,2,131710.036554
-2.061,25,131846.568302
-2.0406,25,131983.798537
-1.99935,11,132047.663026
-2.0154,8,132091.11278
-2.0114,5,132119.036574
-2.05485,19,132221.013088
-2.3631,91,132712.782468
-2.04795,24,132845.794333
-2.0307,16,132931.338773
-2.0552,18,133034.020014
-2.03965,14,133107.386251
-2.00285,2,133119.909621
-2.0574,29,133281.186657
-2.00485,3,133298.772398
-2.1767,40,133523.004954
-2.0105,4,133551.499916
-2.12325,30,133711.873466
-2.09345,23,133831.890436
-2.1545,51,134118.802404
-2.0129,3,134139.484912
-2.1701,49,134403.434982
-2.07275,29,134567.587755
-2.0183,7,134605.159388
-2.0383,24,134740.97547
-2.02275,8,134793.463607
-2.05175,24,134928.570881
-2.00495,6,134961.623629
-2.0364,17,135051.091982
-2.04325,24,135180.736277
-2.1002,41,135410.932484
-2.01325,7,135454.707893
-2.0244,9,135502.784266
-2.072,30,135669.247615
-2.04575,16,135765.362192
-2.0588,25,135908.0597
-2.07155,28,136063.44782
-2.3182,98,136600.205377
-2.0471,28,136757.897698
-2.11685,42,136986.471621
-2.03705,14,137062.005704
-2.00225,3,137081.644029
-2.16245,71,137465.133675
-2.54385,151,138260.493304
-2.5667,162,139123.050644
-2.05865,18,139222.473958
-2.0369,23,139349.540064
-2.0312,13,139419.196194
-2.00735,5,139449.28373
-2.06455,32,139628.099883
-2.1995,71,140002.143208
-2.1592,50,140274.257551
-2.30805,122,140934.591804
-2.10025,39,141149.262217
-2.0245,11,141214.029557
-2.01155,8,141257.360087
-2.263,77,141682.373765
-2.1647,55,141982.950836
-2.3038,201,143058.216544
-2.03825,18,143165.022908
-2.27895,86,143636.607636
-2.30265,58,143955.356464
-2.1134,29,144122.946529
-2.0364,27,144274.141596
-2.17325,47,144535.879867
-2.07935,24,144680.169944
-2.00185,2,144692.849211
-2.0111,8,144739.570588
-2.4676,145,145538.070603
-2.01125,13,145615.690205
-2.02385,10,145674.530108
-2.13325,42,145905.7552
-2.0145,12,145976.677191
-2.0138,13,146054.767473
-2.303,104,146639.427256
-2.07625,26,146781.690222
-2.1235,42,147012.804788
-2.03795,13,147083.378515
-2.0132,9,147134.39591
-2.2887,143,147905.706846
-2.0285,11,147968.577842
-2.1286,61,148294.175406
-2.13505,75,148698.772566
-2.24505,86,149155.382617
-2.22405,47,149403.680501
-2.2696,97,149942.097189
-2.03185,14,150020.430431
-2.1061,29,150173.400686
-2.2484,73,150562.275637
-2.3065,88,151038.780359
-2.2268,57,151346.948881
-2.02925,14,151425.026627
-2.29085,106,151995.162683
-2.1364,69,152361.381842
-2.00855,5,152392.407336
-2.38015,117,153016.003337
-2.0359,15,153099.997008
-2.19075,68,153456.972054
-2.0739,23,153580.526235
-2.19825,67,153932.147037
-2.19475,97,154448.654646
-2.1973,63,154786.16262
-2.32295,80,155206.588832
-2.58405,178,156168.213726
-2.27845,66,156522.749026
-2.12125,51,156792.682866
-2.0624,18,156891.657567
-2.27645,98,157417.394489
-2.221,69,157793.402309
-2.0264,10,157850.135743
-2.45585,108,158436.684164
-2.80455,184,159419.474072
-2.02915,12,159489.97293
-2.0228,10,159544.157429
-2.1094,43,159774.946334
-2.64365,134,160487.534723
-2.0195,8,160537.534052
-2.27975,76,160943.69963
-2.0056,5,160980.782377
-2.0588,25,161116.613529
-2.21805,50,161377.180939
-3.7088,317,163059.340879
-2.32025,106,163629.981513
-2.02695,10,163687.018546
-2.24935,104,164239.775229
-2.1707,63,164579.459045
-2.43595,116,165187.472337
-2.0648,19,165291.372403
-3.3338,353,167192.994568
-2.12045,34,167376.30199
-2.29645,122,168035.328226
-2.20715,88,168506.674932
-2.2797,119,169137.348746
-2.0123,9,169189.800388
-2.3314,89,169665.274114
-2.1035,48,169927.487719
-2.23995,70,170302.210435
-2.06935,20,170412.494301
-2.1692,49,170670.726132
-2.23655,88,171139.27977
-2.1458,37,171344.495704
-2.25525,89,171819.955633
-2.0065,3,171841.251298
-2.5623,254,173191.922239
-2.0765,22,173312.110834
-3.11285,264,174700.720078
-2.1387,39,174907.886377
-2.02395,17,175003.956556
-2.5842,154,175818.197989
-2.16095,61,176139.767854
-2.0405,11,176209.741761
-2.5749,135,176919.224091
-2.2691,91,177401.869904
-2.64945,126,178069.778676
-3.3006,349,179879.964467
-3.14285,198,180921.05121
-2.6072,177,181872.185295
-2.21465,234,183162.183551
-2.6569,240,184467.26211
-2.1296,34,184657.693298
-2.12985,59,184979.041884
-2.96615,240,186293.289613
-2.3742,93,186791.214065
-2.1586,55,187091.148661
-2.02215,8,187138.695396
-2.74905,215,188276.861877
-2.05265,16,188366.74351
-4.09065,338,190173.97222
-3.45395,256,191580.803009
-2.57535,203,192663.609622
-3.73755,428,194961.770435
-1.8257,293,196553.648401
-3.86975,436,198873.8032
-2.0934,25,199012.541687
-3.6357,404,201094.037459
3.35055,1928,211057.671886
3.51685,1626,219491.889476
-2.363,61,219812.990803
-2.178,42,220035.35428
-4.75675,1100,226148.194727
